window1,topic1,topic1_words,window2,successors,successors_words,successors_similarities,coverage_forward,coverage_backward,coverage_sum_forward,coverage_sum_backward,relation,topics_from,topics_from_words,topic_to,topic_to_words,antecedents_similarities
4,6.0,"['farmer', 'nationalfarmersday', 'farm', 'food', 'feed', 'work', 'day', 'thankafarmer', 'hard', 'agriculture']",5,[8],"[['farmer', 'nationalfarmersday', 'farm', 'feed', 'agriculture', 'producer', 'day', 'rancher', 'work', 'food']]",[0.972],[0.73],[0.84],0.73,0.84,continued,,,,,
4,7.0,"['mental', 'health', 'worldmentalhealthday', 'crisis', 'help', 'text', 'care', 'call', 'ronald', 'one']",5,[15],"[['health', 'care', 'center', 'nursing', 'healthcare', 'access', 'medical', 'community', 'rural', 'discuss']]",[0.714],[0.581],[1.364],0.581,1.364,unclear,,,,,
4,8.0,"['child', 'care', 'childcareweekofaction', 'family', 'affordable', 'childcare', 'kid', 'accessible', 'democratic', 'party']",5,[14],"[['child', 'care', 'childcareweekofaction', 'childcare', 'family', 'affordable', 'head', 'kid', 'parent', 'tax']]",[0.983],[0.804],[1.219],0.804,1.219,continued,,,,,
4,9.0,"['veteran', 'honor', 'service', 'community', 'veterans', 'medical', 'join', 'serve', 'troop', 'hero']",5,[15],"[['health', 'care', 'center', 'nursing', 'healthcare', 'access', 'medical', 'community', 'rural', 'discuss']]",[0.834],[0.426],[0.727],0.426,0.727,unclear,,,,,
4,11.0,"['columbus', 'italian', 'day', 'happy', 'christopher', 'columbusday', 'celebrate', 'today', 'heritage', 'american']",5,[13],"[['columbus', 'italian', 'day', 'happy', 'christopher', 'columbusday', 'today', 'celebrate', 'heritage', 'american']]",[0.999],[0.945],[0.945],0.945,0.945,continued,,,,,
4,12.0,"['nationalcomingoutday', 'equalitycaucus', 'lgbtq', 'live', 'happy', 'come', 'openly', 'queer', 'authentic', 'lgbtqi']",5,[10],"[['nationalcomingoutday', 'equalitycaucus', 'lgbtq', 'live', 'come', 'happy', 'lgbtqi', 'openly', 'queer', 'authentic']]",[0.996],[0.985],[0.807],0.985,0.807,continued,,,,,
4,13.0,"['lead', 'pipe', 'water', 'drinking', 'replace', 'environmental', 'protection', 'clean', 'rule', 'infrastructure']",5,[],[],[],[],[],0.0,0.0,disappeared,,,,,
4,14.0,"['daca', 'dreamer', 'court', 'homeishere', 'circuit', 'case', 'argument', 'hear', 'family', 'th']",5,[],[],[],[],[],0.0,0.0,disappeared,,,,,
4,15.0,"['cybersecurity', 'chinese', 'fintech', 'security', 'legislation', 'china', 'national', 'cyber', 'act', 'communist']",5,[],[],[],[],[],0.0,0.0,disappeared,,,,,
4,16.0,"['project', 'water', 'dam', 'lake', 'housing', 'river', 'infrastructure', 'million', 'improve', 'community']",5,[],[],[],[],[],0.0,0.0,disappeared,,,,,
4,,,5,,,,"[0.913, 0.709]","[1.12, 0.52]",1.622,1.64,merge,"[10, 17]","[['student', 'school', 'education', 'teacher', 'high', 'career', 'great', 'community', 'jimmy', 'civic'], ['academy', 'nomination', 'application', 'service', 'military', 'apply', 'internship', 'interested', 'house', 'student']]",12.0,"['school', 'student', 'teacher', 'education', 'high', 'career', 'college', 'community', 'work', 'great']","[0.978, 0.703]"
5,0.0,"['kamala', 'harris', 'joe', 'biden', 'border', 'illegal', 'crime', 'administration', 'election', 'americans']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,1.0,"['hurricane', 'milton', 'helene', 'emergency', 'federal', 'management', 'disaster', 'agency', 'assistance', 'recovery']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,2.0,"['israel', 'hamas', 'sinwar', 'yahya', 'terrorist', 'hostage', 'attack', 'october', 'gaza', 'leader']",6,[1],"[['israel', 'hamas', 'sinwar', 'yahya', 'terrorist', 'hostage', 'attack', 'october', 'leader', 'gaza']]",[0.999],[0.943],[0.804],0.943,0.804,continued,,,,,
5,3.0,"['community', 'project', 'business', 'water', 'million', 'infrastructure', 'proud', 'funding', 'great', 'federal']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,4.0,"['yom', 'kippur', 'wish', 'meaningful', 'observe', 'fast', 'mar', 'chatima', 'reflection', 'easy']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,5.0,"['indigenous', 'people', 'indigenouspeoplesday', 'day', 'culture', 'native', 'community', 'contribution', 'history', 'honor']",6,[2],"[['indigenous', 'people', 'day', 'indigenouspeoplesday', 'culture', 'community', 'native', 'history', 'contribution', 'honor']]",[1.0],[0.981],[0.962],0.981,0.962,continued,,,,,
5,6.0,"['medicare', 'enrollment', 'senior', 'drug', 'open', 'cost', 'prescription', 'plan', 'december', 'start']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,7.0,"['birthday', 'navy', 'usnavy', 'happy', 'sailor', 'serve', 'sea', 'thank', 'brave', 'th']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,8.0,"['farmer', 'nationalfarmersday', 'farm', 'feed', 'agriculture', 'producer', 'day', 'rancher', 'work', 'food']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,9.0,"['office', 'help', 'agency', 'hour', 'passport', 'federal', 'mobile', 'assistance', 'team', 'service']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,10.0,"['nationalcomingoutday', 'equalitycaucus', 'lgbtq', 'live', 'come', 'happy', 'lgbtqi', 'openly', 'queer', 'authentic']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,11.0,"['chinese', 'china', 'communist', 'military', 'vladimir', 'party', 'russia', 'john', 'taiwan', 'security']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,12.0,"['school', 'student', 'teacher', 'education', 'high', 'career', 'college', 'community', 'work', 'great']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,13.0,"['columbus', 'italian', 'day', 'happy', 'christopher', 'columbusday', 'today', 'celebrate', 'heritage', 'american']",6,[3],"[['columbus', 'happy', 'day', 'italian', 'christopher', 'columbusday', 'celebrate', 'today', 'american', 'new']]",[0.998],[0.986],[0.96],0.986,0.96,continued,,,,,
5,14.0,"['child', 'care', 'childcareweekofaction', 'childcare', 'family', 'affordable', 'head', 'kid', 'parent', 'tax']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,15.0,"['health', 'care', 'center', 'nursing', 'healthcare', 'access', 'medical', 'community', 'rural', 'discuss']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
6,0.0,"['kamala', 'community', 'harris', 'work', 'joe', 'biden', 'help', 'federal', 'make', 'need']",7,[0],"[['community', 'great', 'work', 'support', 'thank', 'help', 'water', 'family', 'new', 'proud']]",[0.939],[0.321],[0.723],0.321,0.723,disappeared,,,,,
6,1.0,"['israel', 'hamas', 'sinwar', 'yahya', 'terrorist', 'hostage', 'attack', 'october', 'leader', 'gaza']",7,[1],"[['israel', 'sinwar', 'hamas', 'yahya', 'terrorist', 'hostage', 'attack', 'leader', 'october', 'death']]",[0.996],[0.918],[1.023],0.918,1.023,continued,,,,,
6,2.0,"['indigenous', 'people', 'day', 'indigenouspeoplesday', 'culture', 'community', 'native', 'history', 'contribution', 'honor']",7,[],[],[],[],[],0.0,0.0,disappeared,,,,,
6,3.0,"['columbus', 'happy', 'day', 'italian', 'christopher', 'columbusday', 'celebrate', 'today', 'american', 'new']",7,[],[],[],[],[],0.0,0.0,disappeared,,,,,
6,4.0,"['cancer', 'breast', 'breastcancerawarenessmonth', 'detection', 'early', 'awareness', 'month', 'screening', 'mammogram', 'nationalmammographyday']",7,[14],"[['cancer', 'breast', 'breastcancerawarenessmonth', 'detection', 'early', 'screening', 'mammogram', 'month', 'nationalmammographyday', 'awareness']]",[0.991],[0.963],[1.02],0.963,1.02,continued,,,,,
7,0.0,"['community', 'great', 'work', 'support', 'thank', 'help', 'water', 'family', 'new', 'proud']",8,[0],"[['community', 'help', 'federal', 'thank', 'work', 'great', 'support', 'service', 'family', 'county']]",[0.993],[0.712],[0.546],0.712,0.546,continued,,,,,
7,1.0,"['israel', 'sinwar', 'hamas', 'yahya', 'terrorist', 'hostage', 'attack', 'leader', 'october', 'death']",8,[2],"[['israel', 'iran', 'stand', 'united', 'terrorist', 'ally', 'hamas', 'attack', 'nations', 'iranian']]",[0.882],[0.888],[1.689],0.888,1.689,unclear,,,,,
7,2.0,"['kamala', 'border', 'harris', 'illegal', 'joe', 'biden', 'alien', 'country', 'immigrant', 'southern']",8,[1],"[['kamala', 'border', 'harris', 'illegal', 'joe', 'biden', 'migrant', 'open', 'immigrant', 'czar']]",[0.997],[0.903],[0.737],0.903,0.737,continued,,,,,
7,3.0,"['hurricane', 'emergency', 'management', 'disaster', 'helene', 'agency', 'federal', 'assistance', 'recovery', 'milton']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,4.0,"['donald', 'trump', 'crime', 'report', 'investigation', 'secret', 'bureau', 'of', 'july', 'violent']",8,[8],"[['secret', 'report', 'donald', 'trump', 'july', 'service', 'task', 'failure', 'interim', 'force']]",[0.928],[0.569],[1.267],0.569,1.267,continued,,,,,
7,5.0,"['kamala', 'joe', 'biden', 'harris', 'inflation', 'economy', 'debt', 'americans', 'administration', 'spending']",8,[4],"[['kamala', 'biden', 'joe', 'harris', 'inflation', 'energy', 'administration', 'economy', 'price', 'american']]",[0.988],[0.755],[0.776],0.755,0.776,continued,,,,,
7,6.0,"['abortion', 'woman', 'reproductive', 'access', 'control', 'birth', 'care', 'contraception', 'ban', 'health']",8,[3],"[['abortion', 'woman', 'access', 'reproductive', 'birth', 'control', 'contraception', 'ban', 'care', 'health']]",[0.997],[0.979],[0.858],0.979,0.858,continued,,,,,
7,7.0,"['app', 'academy', 'challenge', 'congressional', 'student', 'deadline', 'submit', 'nomination', 'application', 'apply']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,8.0,"['medicare', 'drug', 'cost', 'senior', 'enrollment', 'care', 'prescription', 'cap', 'open', 'insulin']",8,[7],"[['medicare', 'drug', 'cost', 'senior', 'enrollment', 'cap', 'price', 'prescription', 'low', 'care']]",[0.994],[0.921],[1.057],0.921,1.057,continued,,,,,
7,9.0,"['lgbtq', 'hrc', 'scorecard', 'equality', 'proud', 'score', 'perfect', 'right', 'congressional', 'receive']",8,[6],"[['lgbtq', 'hrc', 'scorecard', 'equality', 'score', 'proud', 'perfect', 'congressional', 'receive', 'right']]",[0.995],[0.91],[0.85],0.91,0.85,continued,,,,,
7,10.0,"['vote', 'early', 'voting', 'election', 'ballot', 'mail', 'register', 'voter', 'day', 'location']",8,[5],"[['vote', 'election', 'early', 'voting', 'voter', 'ballot', 'register', 'mail', 'day', 'today']]",[0.973],[0.955],[0.604],0.955,0.604,continued,,,,,
7,11.0,"['office', 'federal', 'agency', 'help', 'assistance', 'need', 'team', 'hour', 'service', 'mobile']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,12.0,"['donald', 'tax', 'trump', 'stopproject', 'project', 'cut', 'taxis', 'class', 'would', 'cost']",8,[11],"[['tax', 'donald', 'trump', 'class', 'middle', 'cut', 'cost', 'corporation', 'republicans', 'project']]",[0.981],[0.894],[1.035],0.894,1.035,continued,,,,,
7,13.0,"['birthday', 'happy', 'vp', 'madam', 'wish', 'leadership', 'love', 'president', 'wonderful', 'vice']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,14.0,"['cancer', 'breast', 'breastcancerawarenessmonth', 'detection', 'early', 'screening', 'mammogram', 'month', 'nationalmammographyday', 'awareness']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,15.0,"['chinese', 'communist', 'china', 'party', 'dji', 'taiwan', 'drone', 'military', 'company', 'obama']",8,[10],"[['chinese', 'communist', 'china', 'drone', 'taiwan', 'party', 'dji', 'military', 'south', 'africa']]",[0.984],[0.92],[0.622],0.92,0.622,continued,,,,,
8,0.0,"['community', 'help', 'federal', 'thank', 'work', 'great', 'support', 'service', 'family', 'county']",9,[0],"[['community', 'thank', 'help', 'work', 'federal', 'great', 'support', 'honor', 'first', 'new']]",[0.996],[0.697],[0.624],0.697,0.624,continued,,,,,
8,1.0,"['kamala', 'border', 'harris', 'illegal', 'joe', 'biden', 'migrant', 'open', 'immigrant', 'czar']",9,[1],"[['kamala', 'border', 'harris', 'joe', 'biden', 'illegal', 'administration', 'czar', 'alien', 'migrant']]",[0.994],[0.867],[0.717],0.867,0.717,continued,,,,,
8,2.0,"['israel', 'iran', 'stand', 'united', 'terrorist', 'ally', 'hamas', 'attack', 'nations', 'iranian']",9,[2],"[['israel', 'iran', 'united', 'terrorist', 'stand', 'nations', 'hamas', 'attack', 'ally', 'must']]",[0.991],[0.902],[0.938],0.902,0.938,continued,,,,,
8,3.0,"['abortion', 'woman', 'access', 'reproductive', 'birth', 'control', 'contraception', 'ban', 'care', 'health']",9,[5],"[['abortion', 'reproductive', 'woman', 'access', 'ban', 'roe', 'care', 'birth', 'control', 'stopproject']]",[0.987],[0.883],[1.277],0.883,1.277,continued,,,,,
8,4.0,"['kamala', 'biden', 'joe', 'harris', 'inflation', 'energy', 'administration', 'economy', 'price', 'american']",9,[4],"[['kamala', 'joe', 'biden', 'harris', 'inflation', 'price', 'american', 'americans', 'administration', 'energy']]",[0.992],[0.741],[0.965],0.741,0.965,continued,,,,,
8,5.0,"['vote', 'election', 'early', 'voting', 'voter', 'ballot', 'register', 'mail', 'day', 'today']",9,[3],"[['vote', 'election', 'ballot', 'early', 'voting', 'mail', 'voter', 'day', 'request', 'voice']]",[0.986],[0.935],[0.798],0.935,0.798,continued,,,,,
8,6.0,"['lgbtq', 'hrc', 'scorecard', 'equality', 'score', 'proud', 'perfect', 'congressional', 'receive', 'right']",9,[7],"[['lgbtq', 'equality', 'hate', 'hrc', 'shepard', 'matthew', 'scorecard', 'lgbtqi', 'byrd', 'right']]",[0.931],[0.935],[1.235],0.935,1.235,continued,,,,,
8,7.0,"['medicare', 'drug', 'cost', 'senior', 'enrollment', 'cap', 'price', 'prescription', 'low', 'care']",9,[11],"[['medicare', 'price', 'cost', 'drug', 'senior', 'cap', 'care', 'prescription', 'pharma', 'insulin']]",[0.965],[0.966],[1.604],0.966,1.604,continued,,,,,
8,8.0,"['secret', 'report', 'donald', 'trump', 'july', 'service', 'task', 'failure', 'interim', 'force']",9,[],[],[],[],[],0.0,0.0,disappeared,,,,,
8,9.0,"['retail', 'crime', 'fightretailcrimeday', 'organize', 'combat', 'fighter', 'act', 'nrfnew', 'business', 'law']",9,[6],"[['crime', 'retail', 'fightretailcrimeday', 'organize', 'combat', 'fighter', 'act', 'business', 'gun', 'nrfnew']]",[0.983],[0.933],[0.722],0.933,0.722,continued,,,,,
8,10.0,"['chinese', 'communist', 'china', 'drone', 'taiwan', 'party', 'dji', 'military', 'south', 'africa']",9,[10],"[['chinese', 'communist', 'china', 'party', 'taiwan', 'military', 'dji', 'lynch', 'kamala', 'must']]",[0.968],[0.797],[1.035],0.797,1.035,continued,,,,,
8,11.0,"['tax', 'donald', 'trump', 'class', 'middle', 'cut', 'cost', 'corporation', 'republicans', 'project']",9,[8],"[['tax', 'pay', 'donald', 'class', 'corporation', 'republicans', 'middle', 'trump', 'cut', 'democrats']]",[0.982],[0.965],[0.775],0.965,0.775,continued,,,,,
9,0.0,"['community', 'thank', 'help', 'work', 'federal', 'great', 'support', 'honor', 'first', 'new']",10,[],[],[],[],[],0.0,0.0,disappeared,,,,,
9,1.0,"['kamala', 'border', 'harris', 'joe', 'biden', 'illegal', 'administration', 'czar', 'alien', 'migrant']",10,[2],"[['border', 'kamala', 'harris', 'illegal', 'joe', 'biden', 'alien', 'czar', 'migrant', 'open']]",[0.988],[0.735],[1.261],0.735,1.261,continued,,,,,
