start_year,end_year,num_docs,cv,npmi,umass,diversity,tq,topics,topic_doc_counts
1821,1828,405,0.6561223646304535,0.04717427240969074,-3.9984568895472417,0.9850000000000001,0.6460336851327917,"['constitution | blessing | improvement | manufacture | condition | exercise | human | consideration | communication | population', 'treasury | receipt | expenditure | january | exceed | estimate | sum | post | balance | revenue', 'france | vessel | duty | port | convention | article | netherlands | favor | french | manufacture', 'squadron | piracy | sea | suppress | coast | slave | island | mediterranean | flag | naval', 'british | colony | parliament | colonial | intercourse | britain | open | negotiation | term | port', 'fortification | navy | repair | gradual | road | construction | improvement | completion | frontier | cumberland', 'th | treaty | ghent | commissioner | article | decision | convention | conclude | britain | boundary', 'survey | engineer | canal | road | board | ohio | route | river | estimate | plan', 'spain | greece | independence | feeling | war | portugal | favor | independent | hemisphere | sentiment', 'secretary | militia | branch | army | arm | artillery | condition | establishment | organization | report', 'tribe | territory | limit | indians | hostility | missouri | mississippi | treaty | upper | establish', 'army | discipline | academy | institution | officer | attain | science | instruction | improvement | staff', 'interfere | injury | faithful | cause | piratical | consider | respectively | suppression | constitutional | rest', 'minister | republic | colombia | represent | mexico | panama | treaty | ayre | buenos | south', 'florida | pensacola | territory | inhabitant | province | district | augustine | appoint | st | governor', 'brazil | affaire | brazilian | charge | commander | diplomatic | portugal | neutral | dominion | rio']","[80, 58, 35, 31, 22, 18, 17, 17, 16, 12, 12, 9, 8, 8, 6, 6]"
1824,1831,515,0.6601936629974545,0.014783477981956717,-4.654420363019385,0.9885714285714284,0.6515635482225707,"['treaty | party | britain | british | convention | vessel | negotiation | colony | th | france', 'tribe | indians | indian | limit | civilization | territory | mississippi | savage | land | art', 'blessing | condition | happy | providence | man | heart | human | hand | welfare | bless', 'army | fortification | secretary | navy | artillery | improvement | officer | branch | academy | condition', 'sea | squadron | coast | mediterranean | navy | piracy | pacific | vessel | ocean | naval', 'election | court | choice | constitution | majority | supreme | chief | magistrate | candidate | circuit', 'revenue | importation | reduce | back | short | estimate | value | draw | annual | import', 'bank | fraud | penitentiary | provision | collection | debtor | officer | prosecution | individual | treasury', 'republic | mexico | minister | treaty | mexican | colombia | represent | panama | south | plenipotentiary', 'tariff | burden | part | opinion | surplus | fund | modification | impose | suppose | duty', 'january | treasury | receipt | st | estimate | balance | principal | quarter | exceed | expenditure', 'survey | engineer | road | canal | route | river | board | ohio | plan | estimate', 'constitution | exercise | recommend | deliberation | judiciary | influence | sense | patriotism | conclusion | authority', 'light | house | monument | canal | bill | buoy | river | subscription | improvement | portland', 'post | mail | master | mile | transportation | receipt | exceed | revenue | office | july', 'emperor | russia | nichola | greece | sentiment | suffer | indulge | european | humanity | predecessor', 'stock | redeemable | loan | bank | authorize | account | capital | january | st | reduce', 'importance | thing | overcome | difficulty | character | prosper | internal | ready | influence | regard', 'brazil | brazilian | affaire | portugal | commander | diplomatic | charge | neutral | representative | capture', 'land | purchaser | sale | credit | pay | acre | property | sell | treasury | pledge', 'enumeration | census | marshal | return | population | take | convenient | commence | august | contain']","[98, 34, 26, 24, 23, 22, 16, 16, 14, 13, 11, 11, 10, 9, 9, 8, 8, 8, 7, 7, 6]"
1827,1834,508,0.6637698306955782,0.03243629843639111,-4.174914159371443,0.9870129870129868,0.6546505046302639,"['navy | secretary | army | improvement | branch | ship | gradual | fortification | vessel | officer', 'tribe | indians | indian | removal | limit | mississippi | savage | population | territory | white', 'blessing | happiness | happy | providence | intercourse | congratulate | condition | liberty | institution | wisdom', 'tariff | importation | revenue | duty | burden | article | price | reduction | produce | import', 'election | constitution | amendment | objection | propose | magistrate | agency | constituent | vice | likely', 'bank | fraud | deposit | officer | treasury | provision | charter | debtor | institution | resolution', 'mexico | republic | mexican | treaty | diplomatic | colombia | peru | boundary | intercourse | mutual', 'treaty | party | convention | britain | ghent | th | commissioner | boundary | friendly | conclude', 'january | treasury | st | receipt | estimate | expenditure | exceed | revenue | balance | sum', 'colony | british | vessel | colonial | britain | parliament | restriction | production | port | exclusion', 'land | purchaser | sale | purchase | arise | consideration | sell | disposal | pay | soil', 'france | french | minister | claim | paris | receive | stipulation | convention | favorable | installment', 'survey | river | canal | light | house | road | harbor | buoy | work | improvement', 'portugal | rice | blockade | commit | usual | portuguese | terceira | information | installment | capture', 'post | mail | master | expense | exhibit | revenue | office | mile | transportation | correct', 'claimant | denmark | danish | award | adjustment | claim | treaty | indemnity | march | th', 'russia | european | emperor | empire | porte | predecessor | indulge | nichola | greek | friendly', 'enumeration | census | marshal | return | august | render | precede | take | column | commence', 'spain | port | spanish | discriminating | duty | royal | tonnage | vessel | cent | th', 'negotiation | mutual | preserve | thousand | equivalent | britain | britannic | advise | hope | favor', 'constitution | express | heretofore | view | authority | earnestly | legislative | constitutional | legislature | sovereign', 'patriotism | conflict | subservient | resist | unconstitutional | sectional | influence | party | delegate | prejudice']","[39, 32, 31, 26, 26, 24, 22, 20, 18, 15, 15, 13, 12, 8, 8, 8, 7, 7, 7, 6, 6, 5]"
1830,1837,609,0.6690868011242659,0.020989647123603038,-4.189777938200697,0.9863157894736843,0.6590103563513661,"['congratulate | institution | affair | blessing | happy | intercourse | desire | condition | avoid | regard', 'bank | deposit | currency | institution | charter | issue | paper | credit | note | treasury', 'revenue | tariff | distribution | taxation | ration | produce | duty | expenditure | price | burden', 'navy | secretary | army | refer | accompany | operation | militia | branch | recommend | arm', 'tribe | indians | indian | removal | mississippi | population | savage | submit | humanity | western', 'estimate | treasury | appropriation | balance | revenue | january | sum | exceed | stock | object', 'french | chamber | minister | france | ministry | king | paris | assurance | honor | know', 'light | bill | appropriation | river | house | object | character | beacon | buoy | harbor', 'republic | brazil | colombia | peru | diplomatic | minister | venezuela | reunion | appointment | grenada', 'constitution | district | conviction | amendment | election | vice | code | consideration | recommend | constitutional', 'spain | portugal | claim | convention | payment | rice | sicily | installment | terceira | portuguese', 'britain | north | british | sovereign | boundary | settlement | proposition | east | majesty | arrangement', 'installment | french | treaty | convention | france | paris | exchange | ratify | ratification | draft', 'mexico | mexican | boundary | treaty | territory | commissioner | party | appointment | line | civil', 'vessel | britain | colony | production | british | colonial | port | restriction | cargoe | allow', 'land | sale | arise | soil | expense | consideration | contribute | speedy | cede | harmony', 'austria | russia | treaty | prussia | commercial | liberal | sweden | ratification | denmark | mutually', 'mail | post | grow | expense | office | master | exhibit | incur | franking | method', 'france | pronounce | cut | sum | claim | negotiation | clear | insist | controversy | satisfactory', 'florida | delivery | archive | governor | movement | order | mean | send | havannah | vigor']","[63, 62, 56, 40, 30, 25, 24, 23, 19, 19, 17, 14, 12, 12, 10, 9, 8, 6, 5, 5]"
1833,1840,581,0.658012567809743,0.07951847040044599,-3.746210723840116,0.9836842105263157,0.6473515583428646,"['french | france | chamber | treaty | minister | paris | king | installment | ratification | th', 'desire | intercourse | providence | regard | institution | condition | satisfaction | seek | feel | reward', 'expenditure | revenue | duty | burden | surplus | distribution | appropriation | ration | taxation | taxis', 'navy | army | secretary | naval | militia | recommend | officer | organization | arm | squadron', 'treasury | estimate | appropriation | balance | secretary | sum | january | revenue | unexpended | object', 'bank | institution | note | charter | banking | old | suspension | community | trustee | individual', 'mail | post | transportation | office | railroad | mile | revenue | building | postmaster | contract', 'land | price | sell | value | preemption | sale | settler | occupy | tract | intrusion', 'intercourse | russia | sweden | austria | liberal | commercial | portugal | denmark | prussia | treaty', 'currency | bank | paper | gold | value | issue | medium | metal | transfer | credit', 'tribe | indians | indian | mississippi | removal | territory | seminole | west | humanity | cherokee', 'republic | peru | colombia | venezuela | brazil | argentine | claim | confederation | treaty | diplomatic', 'mexico | mexican | treaty | demand | commissioner | boundary | convention | frontier | republic | case', 'bank | deposit | regulate | individual | treasury | connection | keep | agent | safe | exercise', 'election | constitutional | constitution | consideration | exercise | local | unconstitutional | formidable | forget | hold', 'britain | british | line | article | boundary | proposition | north | russian | coast | adjustment', 'officer | office | department | intrust | suggestion | keep | money | collector | collection | disbursement', 'spain | convention | sicily | claim | pay | internal | installment | madrid | indemnification | queen', 'vessel | port | cargoe | duty | tonnage | spanish | spain | discriminate | discrimination | discriminating', 'court | circuit | district | writ | judge | mandamus | postmaster | judicial | ministerial | maryland']","[62, 58, 41, 41, 34, 29, 23, 22, 21, 19, 18, 18, 16, 12, 12, 11, 11, 9, 8, 8]"
1836,1843,453,0.6259229606057569,0.06556088076746185,-3.424368694072647,0.9783625730994152,0.6119334476151376,"['constitution | revenue | duty | surplus | distribution | influence | appropriation | produce | ration | taxis', 'land | price | sell | preemption | sale | settler | value | occupy | tribe | tract', 'britain | british | treaty | province | canada | line | correspondence | boundary | territory | article', 'treasury | estimate | balance | january | appropriation | receipt | st | secretary | quarter | expenditure', 'indian | indians | florida | tribe | mississippi | command | territory | hostility | west | removal', 'republic | claim | peru | spain | ecuador | treaty | brazil | convention | colombia | delay', 'mexico | mexican | convention | minister | republic | demand | commissioner | communicate | claim | redress', 'mail | post | postmaster | railroad | transportation | office | mile | contract | revenue | june', 'providence | health | gratitude | blessing | husbandman | bestow | sure | happily | satisfaction | disease', 'treaty | intercourse | commercial | austria | friendly | prussia | belgium | ratification | belgian | naples', 'currency | bank | metal | note | issue | gold | value | precious | paper | circulation', 'bank | deposit | institution | connection | individual | measure | safe | keep | dependence | concern', 'navy | naval | squadron | coast | ship | vessel | station | employ | secretary | complete', 'court | circuit | district | case | writ | tribunal | mandamus | decision | postmaster | judge', 'treasure | speculation | finance | institution | value | stand | bank | specie | invariable | paper', 'bank | circulation | paper | bill | exchange | note | currency | propose | specie | silver', 'charter | note | trustee | old | expiration | bank | corporation | stock | cancel | reissue', 'vessel | slave | portugal | flag | cargoe | africa | portuguese | suppression | coast | piracy', 'army | ordnance | corps | recommend | staff | establishment | reorganization | educate | enlistment | manufactory']","[53, 27, 26, 22, 21, 20, 20, 19, 16, 15, 14, 14, 14, 12, 9, 9, 8, 8, 7]"
1839,1846,376,0.5974640335290317,0.048010459771621807,-2.774397825695711,0.9791208791208792,0.5860046274223524,"['mexico | texas | claim | republic | mexican | treaty | convention | annexation | th | minister', 'british | territory | britain | treaty | oregon | negotiation | stipulation | line | case | claim', 'navy | ship | coast | officer | appropriation | vessel | secretary | flag | steam | branch', 'bank | institution | suspension | banking | credit | center | afford | influence | currency | community', 'circulation | currency | bank | paper | issue | note | exchange | specie | bill | silver', 'duty | article | revenue | rate | impose | cent | wine | tariff | raise | tax', 'mail | postmaster | transportation | expenditure | railroad | post | revenue | postage | office | compensation', 'providence | husbandman | season | gratitude | happiness | health | partial | preserve | earth | blessing', 'treasury | st | estimate | balance | outstanding | january | receipt | quarter | fiscal | loan', 'land | price | acre | minimum | settler | mineral | preemption | establishment | rate | inferior', 'florida | indians | troop | hostility | indian | command | summer | west | tribe | officer', 'appropriation | legislature | necessity | constitution | surplus | reduction | revenue | fidelity | expenditure | proof', 'expenditure | revenue | th | money | reduction | deposit | exceed | previously | payment | accrue', 'european | continent | interference | principle | north | independent | attempt | interfere | resist | balance']","[53, 40, 23, 21, 17, 17, 13, 11, 10, 9, 9, 8, 7, 6]"
1842,1849,614,0.6136279195341259,0.09676622322863322,-2.740236933585025,0.9690058479532164,0.5954130919579111,"['treasury | loan | bank | currency | fiscal | estimate | paper | note | institution | issue', 'mexico | redress | mexican | wrong | demand | property | parede | honorable | person | hostility', 'revenue | duty | article | impose | tariff | rate | tax | import | class | manufacture', 'constitution | bill | exercise | pass | vote | majority | legislative | veto | senator | house', 'claim | convention | treaty | mexico | commissioner | payment | pay | th | republic | indemnity', 'texas | mexico | annexation | territory | rio | independent | independence | army | mexican | grande', 'steamer | mail | navy | vessel | steam | naval | transportation | contract | construction | lake', 'secretary | navy | army | officer | efficiency | condition | operation | supply | refer | attorney', 'tribe | indian | oregon | indians | territory | treaty | provision | reside | rocky | education', 'land | price | sale | acre | quantity | market | minimum | settler | unsold | purchase', 'continent | european | interference | principle | colony | commercial | independent | north | territory | attempt', 'army | enemy | officer | line | force | soldier | mexico | navy | volunteer | post', 'california | mine | coast | gold | mineral | wealth | rich | metal | command | precious', 'postmaster | mail | postage | expenditure | revenue | mile | rate | income | march | modification', 'province | mexico | california | cession | californias | grande | rio | boundary | conqueror | conquest', 'negotiation | proposition | columbia | british | britain | territory | north | plenipotentiary | oregon | compromise', 'privateer | marque | blank | spanish | pirate | immediately | vessel | letter | commission | mexican', 'commissioner | army | dispatch | receive | headquarters | secretary | affairs | mexico | command | presence', 'case | arise | slave | treaty | detention | sea | message | stipulation | british | vessel']","[132, 51, 45, 43, 30, 29, 22, 19, 16, 16, 14, 14, 14, 14, 13, 8, 7, 6, 5]"
1845,1852,733,0.6736526666985264,0.1226733072497937,-2.866880398121128,0.9722222222222222,0.6534833457379405,"['mexico | territory | texas | treaty | mexican | army | constitution | th | claim | officer', 'treasury | estimate | loan | expenditure | fiscal | th | sum | june | balance | reduce', 'revenue | article | duty | tariff | impose | rate | produce | manufacture | tax | class', 'bank | treasury | currency | keep | paper | disbursement | constitutional | specie | loan | credit', 'postage | postmaster | reduction | mail | rate | letter | revenue | cent | recommend | reduce', 'export | value | domestic | fiscal | specie | end | june | import | cotton | crop', 'agricultural | bureau | soil | cultivation | agriculture | encouragement | seed | analysis | prosper | population', 'food | product | demand | market | price | increase | gratifying | receive | fair | enlarge', 'mile | transportation | annual | cost | mail | route | thereon | length | precede | expense']","[548, 48, 39, 23, 16, 9, 7, 7, 6]"
1848,1855,602,0.6295552767994443,0.07296300522730063,-3.6980295940195655,0.9885714285714287,0.6222843016979391,"['blessing | institution | liberty | self | honor | hand | war | individual | form | revolution', 'mexico | treaty | republic | mexican | nicaragua | territory | army | isthmus | commissioner | boundary', 'constitution | bill | pass | exercise | majority | vote | legislative | veto | senator | constitutional', 'acre | sell | warrant | locate | land | survey | appropriation | complete | dock | census', 'navy | officer | secretary | army | efficiency | seaman | discipline | grade | naval | corps', 'postage | postmaster | post | mail | office | reduction | rate | transportation | cent | mile', 'cuba | minister | island | consul | spanish | expedition | spain | havana | france | captain', 'gold | california | mine | mineral | metal | coast | wealth | precious | mint | rich', 'tribe | indians | indian | oregon | texas | territory | mile | california | treaty | mexico', 'tariff | revenue | manufacture | protective | duty | tax | article | competition | rate | favor', 'british | treaty | vessel | convention | province | britain | arrangement | naval | negotiation | fish', 'bank | currency | bankruptcy | credit | loan | revulsion | paper | occur | disbursement | satisfied', 'estimate | treasury | expenditure | sum | july | include | st | account | deficit | appropriation', 'export | value | specie | fiscal | domestic | import | cotton | end | crop | compare', 'japan | open | expedition | commercial | intercourse | china | asia | pacific | empire | command', 'treasury | june | expenditure | balance | receipt | fiscal | amount | aggregate | end | available', 'finance | treasury | secretary | annual | statement | detail | condition | exhibit | amount | details', 'agricultural | bureau | soil | cultivation | encouragement | agriculture | seed | promote | analysis | plant', 'texas | stock | release | file | treasury | creditor | issue | prescribe | th | september', 'columbia | district | guardian | relation | commend | inhabitant | city | liberal | object | washington', 'domain | work | rapid | intelligence | improvement | commendable | wing | construction | internal | grant']","[73, 63, 57, 34, 34, 32, 25, 22, 22, 19, 18, 11, 11, 8, 8, 7, 7, 7, 7, 6, 6]"
1851,1858,592,0.5961323123868839,0.029260374959448988,-4.0721735826504615,0.9896774193548386,0.5894857072943596,"['navy | army | naval | seaman | secretary | efficiency | officer | artillery | ship | discipline', 'blessing | revolution | liberty | wisdom | mind | honor | sacred | enjoy | institution | integrity', 'kansas | slavery | election | constitution | majority | vote | territory | convention | delegate | institution', 'treaty | honduras | britain | central | convention | hondura | ratification | bay | ratify | balize', 'postmaster | post | mail | postage | office | mile | transportation | receipt | expenditure | rate', 'fiscal | treasury | balance | receipt | quarter | estimate | june | expenditure | amount | remain', 'cuba | spanish | spain | island | minister | captain | havana | expedition | board | neutral', 'british | province | treaty | britain | central | convention | question | coast | north | fish', 'bank | circulation | currency | paper | gold | coin | silver | loan | specie | deposit', 'tariff | revenue | article | import | duty | manufacture | valorem | ad | modification | reduction', 'denmark | sound | due | baltic | cargoe | convention | arrangement | toll | tribute | navigation', 'compensation | work | complete | census | lose | commissioner | harbor | apportionment | appropriation | commence', 'institution | agitation | agitator | southern | equally | social | self | domestic | passion | organization', 'indians | tribe | territory | apart | oregon | white | settlement | remove | frontier | portion', 'naval | privateer | belligerent | paris | declaration | property | propose | proposition | maritime | armed', 'panama | isthmus | granada | company | nicaragua | juan | peruvian | railroad | peru | san', 'acre | locate | sell | warrant | land | swamp | survey | quantity | aggregate | market', 'repeal | statute | compact | territory | restriction | louisiana | book | open | null | enactment', 'domain | work | growth | land | proprietor | interior | construction | improvement | experience | rapid', 'mexico | boundary | line | point | run | treaty | initial | guadalupe | hidalgo | mexican', 'republic | mexican | mexico | obligation | obstacle | enterprise | object | injury | ocean | claim', 'expenditure | estimate | sum | acquisition | ordinary | appropriation | reduction | account | mexico | average', 'texas | stock | treasury | release | file | creditor | st | th | prescribe | issue', 'constitution | judicial | fugitive | person | declare | judge | clause | information | aim | magistrate', 'smyrna | body | koszta | turkish | kossuth | release | austria | spanish | th | prisoner', 'export | value | specie | fiscal | cotton | price | import | crop | compare | end', 'japan | expedition | pacific | asia | china | eastern | intercourse | open | seas | command', 'local | constitution | purpose | grant | constitutional | reserve | separate | sovereignty | confederate | enumerate', 'columbia | district | relation | commend | liberal | peculiar | city | especially | inhabitant | washington', 'greatly | railroad | route | communication | commercial | exploration | enhance | economical | importance | deem', 'fraud | importer | book | specific | levy | duty | evidence | false | treasury | perjury']","[29, 26, 25, 22, 20, 20, 18, 18, 16, 14, 14, 13, 13, 13, 12, 12, 11, 10, 10, 10, 10, 8, 8, 8, 7, 7, 7, 7, 7, 6, 5]"
1854,1861,626,0.6392431636006674,0.06017729313990714,-3.7760187145637656,0.9852272727272728,0.6292441844741902,"['mexico | mexican | republic | redress | constitutional | wrong | minister | capital | injury | outrage', 'constitution | amendment | confederation | legislature | enumerate | article | delegate | clause | reserve | expressly', 'duty | revenue | specific | tariff | article | manufacturer | valorem | ad | manufacture | import', 'fiscal | estimate | treasury | june | expenditure | balance | quarter | july | receipt | aggregate', 'minister | french | chinese | treaty | france | china | empire | exchange | th | plenipotentiary', 'spanish | spain | claim | cuba | amistad | madrid | december | cuban | claimant | urge', 'utah | mormon | governor | territory | indian | send | young | rebellion | army | troop', 'honduras | treaty | britain | central | convention | hondura | bay | coast | republic | british', 'institution | social | southern | agitation | domestic | agitator | existence | organization | passion | evil', 'route | nicaragua | isthmus | transit | panama | pacific | company | atlantic | communication | treaty', 'territory | district | columbia | land | settler | vice | education | actual | population | senator', 'slave | african | prohibit | civilization | importation | master | africa | market | reopen | extend', 'bank | circulation | currency | specie | paper | deposit | gold | loan | dollar | issue', 'kansas | vote | election | majority | constitution | party | topeka | slavery | civil | frame', 'british | island | mr | authority | collision | washington | britain | marcy | juan | company', 'postmaster | mail | post | office | transportation | end | expenditure | june | postage | treasury', 'denmark | sound | baltic | due | arrangement | cargoe | toll | tribute | convention | proposition', 'domestic | danger | liberty | apprehension | blessing | providence | institution | integrity | generation | human', 'naval | privateer | belligerent | paris | declaration | maritime | propose | proposition | property | privateering', 'navy | secretary | efficiency | construction | vessel | draft | recommend | naval | light | recommendation', 'treaty | question | adjust | britain | central | clayton | bulwer | friendly | british | misunderstanding', 'kansas | territory | disorder | obstruction | occur | attainment | view | lesson | irregularity | flame', 'bill | approve | inconvenience | rule | approval | practice | appropriation | elect | examine | present', 'constitutional | revolution | secession | constitution | exercise | legislature | party | equality | territorial | resistance', 'artillery | army | officer | staff | duty | troop | regiment | perform | additional | field', 'slavery | majority | constitution | kansas | convention | institution | delegate | vote | form | admission', 'road | railroad | pacific | construction | west | mountains | regularly | rocky | route | undertake', 'paraguay | witch | river | water | steamer | republic | february | commissioner | argentine | message', 'africa | agent | commander | cyane | charge | town | society | deliver | coast | punta', 'repeal | statute | compact | open | null | field | louisiana | book | unrepeale | organize', 'missouri | territory | line | propose | probability | restriction | occur | organization | acquiesce | cede', 'expenditure | amount | sum | treasury | june | fiscal | end | department | total | contingent', 'granada | panama | tax | tonnage | railroad | port | company | levy | vessel | resist']","[36, 25, 23, 23, 22, 19, 19, 18, 18, 16, 16, 16, 15, 14, 14, 14, 13, 12, 11, 10, 10, 9, 9, 8, 8, 8, 7, 7, 7, 6, 6, 5, 5]"
